Student ID,Marks,Feedback
20595218,0,Error processing submission: Error processing zip file C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20595218.zip: No C code files found in C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20595218.zip
20595637,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20596548,0,Error processing submission: Error processing zip file C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20596548.zip: No C code files found in C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20596548.zip
20596870,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20598080,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20598184,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20598255,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20599269,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20599677,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20601157,0,"{'strengths': [], 'improvements': ['Error during grading: Insufficient credits or token limit exceeded: This request requires more credits, or fewer max_tokens. You requested up to 1000 tokens, but can only afford 126. To increase, visit https://openrouter.ai/settings/credits and upgrade to a paid account'], 'specific_feedback': 'An error occurred during the grading process'}"
20601165,0,Error processing submission: Error processing zip file C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20601165.zip: No C code files found in C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20601165.zip
20602511,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20603953,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20604119,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20604846,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20605542,0,Error processing submission: Error processing zip file C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20605542.zip: No C code files found in C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20605542.zip
20606861,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20606888,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20607094,0,Error processing submission: Error processing zip file C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20607094.zip: No C code files found in C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20607094.zip
20607620,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20607863,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20607904,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20609412,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20609660,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20609983,0,Error processing submission: Error processing zip file C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20609983.zip: No C code files found in C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20609983.zip
20610050,0,Error processing submission: Error processing zip file C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20610050.zip: No C code files found in C:\Users\user\coding\FYP\FYP-AutomatedMarking\new-llm-model\grading_data\Lab2_zipped_submissions\20610050.zip
20610102,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20610427,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20611068,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20611251,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20611298,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20611302,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20611325,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
20611327,0,"{'strengths': [], 'improvements': ['Error during grading: 402 Client Error: Payment Required for url: https://openrouter.ai/api/v1/chat/completions'], 'specific_feedback': 'An error occurred during the grading process'}"
